省份,日期,新增确诊人数,新增治愈人数,新增死亡人数,累积确诊人数,累积治愈人数,累积死亡人数
福建,2020/4/22,0,0,0,355,342,1
福建,2020/4/23,0,4,0,355,346,1
福建,2020/4/24,0,3,0,355,349,1
福建,2020/4/25,0,0,0,355,349,1
福建,2020/4/26,0,0,0,355,349,1
福建,2020/4/27,0,0,0,355,349,1
福建,2020/4/28,0,3,0,355,352,1
福建,2020/4/29,0,1,0,355,353,1
福建,2020/4/3,1,1,0,350,301,1
福建,2020/4/30,1,0,0,356,353,1
福建,2020/4/4,0,2,0,350,303,1
福建,2020/4/5,0,2,0,350,305,1
福建,2020/4/6,1,0,0,351,305,1
福建,2020/4/7,0,2,0,351,307,1
福建,2020/4/8,0,1,0,351,308,1
福建,2020/4/9,0,3,0,351,311,1
福建,2020/5/1,0,0,0,356,353,1
福建,2020/5/10,0,0,0,356,354,1
福建,2020/5/11,0,0,0,356,354,1
福建,2020/5/12,0,0,0,356,354,1
福建,2020/5/13,0,0,0,356,354,1
福建,2020/5/14,0,1,0,356,355,1
福建,2020/5/15,0,0,0,356,355,1
福建,2020/5/16,0,0,0,356,355,1
福建,2020/5/17,0,0,0,356,355,1
福建,2020/5/18,0,0,0,356,355,1
福建,2020/5/19,0,0,0,356,355,1
福建,2020/5/2,0,0,0,356,353,1
福建,2020/5/20,0,0,0,356,355,1
福建,2020/5/21,0,0,0,356,355,1
福建,2020/5/22,0,0,0,356,355,1
福建,2020/5/23,0,0,0,356,355,1
福建,2020/5/24,0,0,0,356,355,1
福建,2020/5/25,1,0,0,357,355,1
福建,2020/5/26,0,0,0,357,355,1
福建,2020/5/27,1,0,0,358,355,1
福建,2020/5/28,0,0,0,358,355,1
福建,2020/5/29,0,0,0,358,355,1
福建,2020/5/3,0,0,0,356,353,1
福建,2020/5/30,0,0,0,358,355,1
福建,2020/5/31,0,1,0,358,356,1
福建,2020/5/4,0,0,0,356,353,1
福建,2020/5/5,0,0,0,356,353,1
福建,2020/5/6,0,1,0,356,354,1
福建,2020/5/7,0,0,0,356,354,1
福建,2020/5/8,0,0,0,356,354,1
福建,2020/5/9,0,0,0,356,354,1
福建,2020/6/1,0,0,0,358,356,1
福建,2020/6/10,1,0,0,360,356,1
福建,2020/6/11,1,0,0,361,356,1
福建,2020/6/12,0,0,0,361,356,1
福建,2020/6/13,0,0,0,361,356,1
福建,2020/6/14,1,0,0,362,356,1
福建,2020/6/15,0,0,0,362,356,1
福建,2020/6/16,0,0,0,362,356,1
福建,2020/6/17,0,0,0,362,356,1
福建,2020/6/18,0,1,0,362,357,1
福建,2020/6/19,0,0,0,362,357,1
福建,2020/6/2,0,0,0,358,356,1
福建,2020/6/20,1,0,0,363,357,1
福建,2020/6/21,0,0,0,363,357,1
福建,2020/6/22,0,0,0,363,357,1
福建,2020/6/23,0,0,0,363,357,1
福建,2020/6/24,0,0,0,363,357,1
福建,2020/6/25,0,0,0,363,357,1
福建,2020/6/26,0,0,0,363,357,1
福建,2020/6/27,0,0,0,363,357,1
福建,2020/6/28,0,0,0,363,357,1
福建,2020/6/29,0,0,0,363,357,1
福建,2020/6/3,0,0,0,358,356,1
福建,2020/6/30,0,0,0,363,357,1
福建,2020/6/4,0,0,0,358,356,1
福建,2020/6/5,0,0,0,358,356,1
福建,2020/6/6,1,0,0,359,356,1
福建,2020/6/7,0,0,0,359,356,1
福建,2020/6/8,0,0,0,359,356,1
福建,2020/6/9,0,0,0,359,356,1
西藏,2020/1/29,1,0,0,1,0,0
西藏,2020/1/30,0,0,0,1,0,0
西藏,2020/1/31,0,0,0,1,0,0
西藏,2020/2/1,0,0,0,1,0,0
西藏,2020/2/10,0,0,0,1,0,0
西藏,2020/2/11,0,1,0,1,1,0
西藏,2020/2/12,0,0,0,1,1,0
西藏,2020/2/13,0,0,0,1,1,0
西藏,2020/2/14,0,0,0,1,1,0
西藏,2020/2/15,0,0,0,1,1,0
西藏,2020/2/16,0,0,0,1,1,0
西藏,2020/2/17,0,0,0,1,1,0
西藏,2020/2/18,0,0,0,1,1,0
西藏,2020/2/19,0,0,0,1,1,0
西藏,2020/2/2,0,0,0,1,0,0
西藏,2020/2/20,0,0,0,1,1,0
西藏,2020/2/21,0,0,0,1,1,0
西藏,2020/2/22,0,0,0,1,1,0
西藏,2020/2/23,0,0,0,1,1,0
西藏,2020/2/24,0,0,0,1,1,0
西藏,2020/2/25,0,0,0,1,1,0
西藏,2020/2/26,0,0,0,1,1,0
西藏,2020/2/27,0,0,0,1,1,0
西藏,2020/2/28,0,0,0,1,1,0
西藏,2020/2/29,0,0,0,1,1,0
西藏,2020/2/3,0,0,0,1,0,0
西藏,2020/2/4,0,0,0,1,0,0
西藏,2020/2/5,0,0,0,1,0,0
西藏,2020/2/6,0,0,0,1,0,0
西藏,2020/2/7,0,0,0,1,0,0
西藏,2020/2/8,0,0,0,1,0,0
西藏,2020/2/9,0,0,0,1,0,0
西藏,2020/3/1,0,0,0,1,1,0
西藏,2020/3/10,0,0,0,1,1,0
西藏,2020/3/11,0,0,0,1,1,0
西藏,2020/3/12,0,0,0,1,1,0
西藏,2020/3/13,0,0,0,1,1,0
西藏,2020/3/14,0,0,0,1,1,0
西藏,2020/3/15,0,0,0,1,1,0
西藏,2020/3/16,0,0,0,1,1,0
西藏,2020/3/17,0,0,0,1,1,0
西藏,2020/3/18,0,0,0,1,1,0
西藏,2020/3/19,0,0,0,1,1,0
西藏,2020/3/2,0,0,0,1,1,0
西藏,2020/3/20,0,0,0,1,1,0
西藏,2020/3/21,0,0,0,1,1,0
西藏,2020/3/22,0,0,0,1,1,0
西藏,2020/3/23,0,0,0,1,1,0
西藏,2020/3/24,0,0,0,1,1,0
西藏,2020/3/25,0,0,0,1,1,0
西藏,2020/3/26,0,0,0,1,1,0
西藏,2020/3/27,0,0,0,1,1,0
西藏,2020/3/28,0,0,0,1,1,0
西藏,2020/3/29,0,0,0,1,1,0
西藏,2020/3/3,0,0,0,1,1,0
西藏,2020/3/30,0,0,0,1,1,0
西藏,2020/3/31,0,0,0,1,1,0
西藏,2020/3/4,0,0,0,1,1,0
西藏,2020/3/5,0,0,0,1,1,0
西藏,2020/3/6,0,0,0,1,1,0
西藏,2020/3/7,0,0,0,1,1,0
西藏,2020/3/8,0,0,0,1,1,0
西藏,2020/3/9,0,0,0,1,1,0
西藏,2020/4/1,0,0,0,1,1,0
西藏,2020/4/10,0,0,0,1,1,0
西藏,2020/4/11,0,0,0,1,1,0
西藏,2020/4/12,0,0,0,1,1,0
西藏,2020/4/13,0,0,0,1,1,0
西藏,2020/4/14,0,0,0,1,1,0
西藏,2020/4/15,0,0,0,1,1,0
西藏,2020/4/16,0,0,0,1,1,0
西藏,2020/4/17,0,0,0,1,1,0
西藏,2020/4/18,0,0,0,1,1,0
西藏,2020/4/19,0,0,0,1,1,0
西藏,2020/4/2,0,0,0,1,1,0
西藏,2020/4/20,0,0,0,1,1,0
西藏,2020/4/21,0,0,0,1,1,0
西藏,2020/4/22,0,0,0,1,1,0
西藏,2020/4/23,0,0,0,1,1,0
西藏,2020/4/24,0,0,0,1,1,0
西藏,2020/4/25,0,0,0,1,1,0
西藏,2020/4/26,0,0,0,1,1,0
西藏,2020/4/27,0,0,0,1,1,0
西藏,2020/4/28,0,0,0,1,1,0
西藏,2020/4/29,0,0,0,1,1,0
西藏,2020/4/3,0,0,0,1,1,0
西藏,2020/4/30,0,0,0,1,1,0
西藏,2020/4/4,0,0,0,1,1,0
西藏,2020/4/5,0,0,0,1,1,0
西藏,2020/4/6,0,0,0,1,1,0
西藏,2020/4/7,0,0,0,1,1,0
西藏,2020/4/8,0,0,0,1,1,0
西藏,2020/4/9,0,0,0,1,1,0
西藏,2020/5/1,0,0,0,1,1,0
西藏,2020/5/10,0,0,0,1,1,0
西藏,2020/5/11,0,0,0,1,1,0
西藏,2020/5/12,0,0,0,1,1,0
西藏,2020/5/13,0,0,0,1,1,0
西藏,2020/5/14,0,0,0,1,1,0
西藏,2020/5/15,0,0,0,1,1,0
西藏,2020/5/16,0,0,0,1,1,0
西藏,2020/5/17,0,0,0,1,1,0
西藏,2020/5/18,0,0,0,1,1,0
西藏,2020/5/19,0,0,0,1,1,0
西藏,2020/5/2,0,0,0,1,1,0
西藏,2020/5/20,0,0,0,1,1,0
西藏,2020/5/21,0,0,0,1,1,0
西藏,2020/5/22,0,0,0,1,1,0
西藏,2020/5/23,0,0,0,1,1,0
西藏,2020/5/24,0,0,0,1,1,0
西藏,2020/5/25,0,0,0,1,1,0
西藏,2020/5/26,0,0,0,1,1,0
西藏,2020/5/27,0,0,0,1,1,0
西藏,2020/5/28,0,0,0,1,1,0
西藏,2020/5/29,0,0,0,1,1,0
西藏,2020/5/3,0,0,0,1,1,0
西藏,2020/5/30,0,0,0,1,1,0
西藏,2020/5/31,0,0,0,1,1,0
西藏,2020/5/4,0,0,0,1,1,0
西藏,2020/5/5,0,0,0,1,1,0
西藏,2020/5/6,0,0,0,1,1,0
西藏,2020/5/7,0,0,0,1,1,0
西藏,2020/5/8,0,0,0,1,1,0
西藏,2020/5/9,0,0,0,1,1,0
西藏,2020/6/1,0,0,0,1,1,0
西藏,2020/6/10,0,0,0,1,1,0
西藏,2020/6/11,0,0,0,1,1,0
西藏,2020/6/12,0,0,0,1,1,0
西藏,2020/6/13,0,0,0,1,1,0
西藏,2020/6/14,0,0,0,1,1,0
西藏,2020/6/15,0,0,0,1,1,0
西藏,2020/6/16,0,0,0,1,1,0
西藏,2020/6/17,0,0,0,1,1,0
西藏,2020/6/18,0,0,0,1,1,0
西藏,2020/6/19,0,0,0,1,1,0
西藏,2020/6/2,0,0,0,1,1,0
西藏,2020/6/20,0,0,0,1,1,0
西藏,2020/6/21,0,0,0,1,1,0
西藏,2020/6/22,0,0,0,1,1,0
西藏,2020/6/23,0,0,0,1,1,0
西藏,2020/6/24,0,0,0,1,1,0
西藏,2020/6/25,0,0,0,1,1,0
西藏,2020/6/26,0,0,0,1,1,0
西藏,2020/6/27,0,0,0,1,1,0
西藏,2020/6/28,0,0,0,1,1,0
西藏,2020/6/29,0,0,0,1,1,0
西藏,2020/6/3,0,0,0,1,1,0
西藏,2020/6/30,0,0,0,1,1,0
西藏,2020/6/4,0,0,0,1,1,0
西藏,2020/6/5,0,0,0,1,1,0
西藏,2020/6/6,0,0,0,1,1,0
西藏,2020/6/7,0,0,0,1,1,0
西藏,2020/6/8,0,0,0,1,1,0
西藏,2020/6/9,0,0,0,1,1,0
贵州,2020/1/22,3,0,0,3,0,0
贵州,2020/1/23,0,0,0,3,0,0
贵州,2020/1/24,1,0,0,4,0,0
贵州,2020/1/25,1,0,0,5,0,0
贵州,2020/1/26,2,0,0,7,0,0
贵州,2020/1/27,2,0,0,9,0,0
贵州,2020/1/28,0,1,0,9,1,0
贵州,2020/1/29,3,0,0,12,1,0
贵州,2020/1/30,3,0,0,15,1,0
贵州,2020/1/31,14,1,0,29,2,0
贵州,2020/2/1,9,0,0,38,2,0
贵州,2020/2/10,9,3,0,118,10,1
贵州,2020/2/11,13,7,0,131,17,1
贵州,2020/2/12,4,3,0,135,20,1
贵州,2020/2/13,5,8,0,140,28,1
贵州,2020/2/14,3,5,0,143,33,1
贵州,2020/2/15,1,4,0,144,37,1
贵州,2020/2/16,2,10,0,146,47,1
贵州,2020/2/17,0,19,0,146,66,1
贵州,2020/2/18,0,3,1,146,69,2
贵州,2020/2/19,0,2,0,146,71,2
贵州,2020/2/2,8,0,0,46,2,0
贵州,2020/2/20,0,5,0,146,76,2
贵州,2020/2/21,0,14,0,146,90,2
贵州,2020/2/22,0,1,0,146,91,2
贵州,2020/2/23,0,11,0,146,102,2
贵州,2020/2/24,0,1,0,146,103,2
贵州,2020/2/25,0,1,0,146,104,2
贵州,2020/2/26,0,8,0,146,112,2
贵州,2020/2/27,0,0,0,146,112,2
贵州,2020/2/28,0,0,0,146,112,2
贵州,2020/2/29,0,0,0,146,112,2
贵州,2020/2/3,10,0,0,56,2,0
贵州,2020/2/4,8,3,0,64,5,0
贵州,2020/2/5,5,1,1,69,6,1
贵州,2020/2/6,8,0,0,77,6,1
贵州,2020/2/7,12,0,0,89,6,1
贵州,2020/2/8,7,1,0,96,7,1
贵州,2020/2/9,13,0,0,109,7,1
贵州,2020/3/1,0,2,0,146,114,2
贵州,2020/3/10,0,4,0,146,133,2
贵州,2020/3/11,0,4,0,146,137,2
贵州,2020/3/12,0,3,0,146,140,2
贵州,2020/3/13,0,3,0,146,143,2
贵州,2020/3/14,0,0,0,146,143,2
贵州,2020/3/15,0,0,0,146,143,2
贵州,2020/3/16,0,1,0,146,144,2
贵州,2020/3/17,0,0,0,146,144,2
贵州,2020/3/18,0,0,0,146,144,2
贵州,2020/3/19,0,0,0,146,144,2
贵州,2020/3/2,0,0,0,146,114,2
贵州,2020/3/20,0,0,0,146,144,2
贵州,2020/3/21,0,0,0,146,144,2
贵州,2020/3/22,0,0,0,146,144,2
贵州,2020/3/23,0,0,0,146,144,2
贵州,2020/3/24,0,0,0,146,144,2
贵州,2020/3/25,0,0,0,146,144,2
贵州,2020/3/26,0,0,0,146,144,2
贵州,2020/3/27,0,0,0,146,144,2
贵州,2020/3/28,0,0,0,146,144,2
贵州,2020/3/29,0,0,0,146,144,2
贵州,2020/3/3,0,0,0,146,114,2
贵州,2020/3/30,0,0,0,146,144,2
贵州,2020/3/31,0,0,0,146,144,2
贵州,2020/3/4,0,0,0,146,114,2
贵州,2020/3/5,0,0,0,146,114,2
贵州,2020/3/6,0,1,0,146,115,2
贵州,2020/3/7,0,2,0,146,117,2
贵州,2020/3/8,0,6,0,146,123,2
贵州,2020/3/9,0,6,0,146,129,2
贵州,2020/4/1,0,0,0,146,144,2
贵州,2020/4/10,0,0,0,146,144,2
贵州,2020/4/11,0,0,0,146,144,2
贵州,2020/4/12,0,0,0,146,144,2
贵州,2020/4/13,0,0,0,146,144,2
贵州,2020/4/14,0,0,0,146,144,2
贵州,2020/4/15,0,0,0,146,144,2
贵州,2020/4/16,0,0,0,146,144,2
贵州,2020/4/17,0,0,0,146,144,2
贵州,2020/4/18,0,0,0,146,144,2
贵州,2020/4/19,0,0,0,146,144,2
贵州,2020/4/2,0,0,0,146,144,2
贵州,2020/4/20,0,0,0,146,144,2
贵州,2020/4/21,0,0,0,146,144,2
贵州,2020/4/22,0,0,0,146,144,2
贵州,2020/4/23,0,0,0,146,144,2
贵州,2020/4/24,0,0,0,146,144,2
贵州,2020/4/25,0,0,0,146,144,2
贵州,2020/4/26,0,0,0,146,144,2
贵州,2020/4/27,0,0,0,146,144,2
贵州,2020/4/28,0,0,0,146,144,2
贵州,2020/4/29,0,0,0,146,144,2
贵州,2020/4/3,0,0,0,146,144,2
贵州,2020/4/30,0,0,0,146,144,2
贵州,2020/4/4,0,0,0,146,144,2
贵州,2020/4/5,0,0,0,146,144,2
贵州,2020/4/6,0,0,0,146,144,2
贵州,2020/4/7,0,0,0,146,144,2
贵州,2020/4/8,0,0,0,146,144,2
贵州,2020/4/9,0,0,0,146,144,2
贵州,2020/5/1,0,0,0,146,144,2
贵州,2020/5/10,0,0,0,146,144,2
贵州,2020/5/11,0,0,0,146,144,2
贵州,2020/5/12,0,0,0,146,144,2
贵州,2020/5/13,0,0,0,146,144,2
贵州,2020/5/14,0,0,0,146,144,2
贵州,2020/5/15,0,0,0,146,144,2
贵州,2020/5/16,0,0,0,146,144,2
贵州,2020/5/17,0,0,0,146,144,2
贵州,2020/5/18,0,0,0,146,144,2
贵州,2020/5/19,0,0,0,146,144,2
贵州,2020/5/2,0,0,0,146,144,2
贵州,2020/5/20,0,0,0,146,144,2
贵州,2020/5/21,0,0,0,146,144,2
贵州,2020/5/22,0,0,0,146,144,2
贵州,2020/5/23,0,0,0,146,144,2
贵州,2020/5/24,0,0,0,146,144,2
贵州,2020/5/25,0,0,0,146,144,2
贵州,2020/5/26,0,0,0,146,144,2
贵州,2020/5/27,0,0,0,146,144,2
贵州,2020/5/28,0,0,0,146,144,2
贵州,2020/5/29,0,0,0,146,144,2
贵州,2020/5/3,0,0,0,146,144,2
贵州,2020/5/30,0,0,0,146,144,2
贵州,2020/5/31,0,0,0,146,144,2
贵州,2020/5/4,0,0,0,146,144,2
贵州,2020/5/5,0,0,0,146,144,2
贵州,2020/5/6,0,0,0,146,144,2
贵州,2020/5/7,0,0,0,146,144,2
贵州,2020/5/8,0,0,0,146,144,2
贵州,2020/5/9,0,0,0,146,144,2
贵州,2020/6/1,0,0,0,146,144,2
贵州,2020/6/10,0,0,0,146,144,2
贵州,2020/6/11,0,0,0,146,144,2
贵州,2020/6/12,0,0,0,146,144,2
贵州,2020/6/13,0,0,0,146,144,2
贵州,2020/6/14,0,0,0,146,144,2
贵州,2020/6/15,0,0,0,146,144,2
贵州,2020/6/16,0,0,0,146,144,2
贵州,2020/6/17,0,0,0,146,144,2
贵州,2020/6/18,0,0,0,146,144,2
贵州,2020/6/19,0,0,0,146,144,2
贵州,2020/6/2,0,0,0,146,144,2
贵州,2020/6/20,0,0,0,146,144,2
贵州,2020/6/21,0,0,0,146,144,2
贵州,2020/6/22,0,0,0,146,144,2
贵州,2020/6/23,0,0,0,146,144,2
贵州,2020/6/24,0,0,0,146,144,2
贵州,2020/6/25,0,0,0,146,144,2
贵州,2020/6/26,0,0,0,146,144,2
贵州,2020/6/27,0,0,0,146,144,2
贵州,2020/6/28,0,0,0,146,144,2
贵州,2020/6/29,0,0,0,146,144,2
贵州,2020/6/3,0,0,0,146,144,2
贵州,2020/6/30,0,0,0,146,144,2
贵州,2020/6/4,0,0,0,146,144,2
贵州,2020/6/5,0,0,0,146,144,2
贵州,2020/6/6,0,0,0,146,144,2
贵州,2020/6/7,0,0,0,146,144,2
贵州,2020/6/8,0,0,0,146,144,2
贵州,2020/6/9,0,0,0,146,144,2
辽宁,2020/1/22,2,0,0,2,0,0
辽宁,2020/1/23,2,0,0,4,0,0
辽宁,2020/1/24,8,0,0,12,0,0
辽宁,2020/1/25,5,0,0,17,0,0
辽宁,2020/1/26,5,0,0,22,0,0
辽宁,2020/1/27,8,0,0,30,0,0
辽宁,2020/1/28,6,0,0,36,0,0
辽宁,2020/1/29,5,1,0,41,1,0
辽宁,2020/1/30,4,0,0,45,1,0
辽宁,2020/1/31,15,0,0,60,1,0
辽宁,2020/2/1,4,0,0,64,1,0
辽宁,2020/2/10,1,0,0,108,12,0
辽宁,2020/2/11,8,7,0,116,19,0
辽宁,2020/2/12,0,1,1,116,20,1
辽宁,2020/2/13,1,2,0,117,22,1
辽宁,2020/2/14,2,7,0,119,29,1
辽宁,2020/2/15,1,3,0,120,32,1
辽宁,2020/2/16,0,9,0,120,41,1
辽宁,2020/2/17,0,2,0,120,43,1
辽宁,2020/2/18,0,12,0,120,55,1
辽宁,2020/2/19,0,3,0,120,58,1
辽宁,2020/2/2,6,0,0,70,1,0
辽宁,2020/2/20,0,3,0,120,61,1
辽宁,2020/2/21,0,5,0,120,66,1
辽宁,2020/2/22,0,2,0,120,68,1
辽宁,2020/2/23,0,5,0,120,73,1
辽宁,2020/2/24,0,10,0,120,83,1
辽宁,2020/2/25,0,5,0,120,88,1
辽宁,2020/2/26,0,4,0,120,92,1
辽宁,2020/2/27,0,1,0,120,93,1
辽宁,2020/2/28,0,2,0,120,95,1
辽宁,2020/2/29,1,4,0,121,99,1
辽宁,2020/2/3,4,0,0,74,1,0
辽宁,2020/2/4,7,1,0,81,2,0
辽宁,2020/2/5,8,2,0,89,4,0
辽宁,2020/2/6,6,2,0,95,6,0
辽宁,2020/2/7,4,1,0,99,7,0
辽宁,2020/2/8,6,1,0,105,8,0
辽宁,2020/2/9,2,4,0,107,12,0
辽宁,2020/3/1,0,2,0,121,101,1
辽宁,2020/3/10,0,1,0,124,109,1
辽宁,2020/3/11,0,0,0,124,109,1
辽宁,2020/3/12,0,1,0,124,110,1
辽宁,2020/3/13,0,1,0,124,111,1
辽宁,2020/3/14,0,0,0,124,111,1
辽宁,2020/3/15,0,1,0,124,112,1
辽宁,2020/3/16,0,5,0,124,117,1
辽宁,2020/3/17,0,3,0,124,120,1
辽宁,2020/3/18,0,0,0,124,120,1
辽宁,2020/3/19,1,0,1,125,120,2
辽宁,2020/3/2,3,0,0,124,101,1
辽宁,2020/3/20,0,0,0,125,120,2
辽宁,2020/3/21,0,0,0,125,120,2
辽宁,2020/3/22,1,2,0,126,122,2
辽宁,2020/3/23,0,0,0,126,122,2
辽宁,2020/3/24,0,0,0,126,122,2
辽宁,2020/3/25,0,0,0,126,122,2
辽宁,2020/3/26,1,0,0,127,122,2
辽宁,2020/3/27,3,0,0,130,122,2
辽宁,2020/3/28,3,0,0,133,122,2
辽宁,2020/3/29,2,0,0,135,122,2
辽宁,2020/3/3,0,3,0,124,104,1
辽宁,2020/3/30,3,0,0,138,122,2
辽宁,2020/3/31,1,0,0,139,122,2
辽宁,2020/3/4,0,0,0,124,104,1
辽宁,2020/3/5,0,0,0,124,104,1
辽宁,2020/3/6,0,0,0,124,104,1
辽宁,2020/3/7,0,2,0,124,106,1
辽宁,2020/3/8,0,1,0,124,107,1
辽宁,2020/3/9,0,1,0,124,108,1
辽宁,2020/4/1,0,0,0,139,122,2
辽宁,2020/4/10,1,1,0,145,133,2
辽宁,2020/4/11,0,3,0,145,136,2
辽宁,2020/4/12,0,0,0,145,136,2
辽宁,2020/4/13,0,2,0,145,138,2
辽宁,2020/4/14,0,0,0,145,138,2
辽宁,2020/4/15,0,0,0,145,138,2
辽宁,2020/4/16,1,2,0,146,140,2
辽宁,2020/4/17,0,2,0,146,142,2
辽宁,2020/4/18,0,0,0,146,142,2
辽宁,2020/4/19,0,1,0,146,143,2
辽宁,2020/4/2,0,0,0,139,122,2
辽宁,2020/4/20,0,0,0,146,143,2
辽宁,2020/4/21,0,0,0,146,143,2
辽宁,2020/4/22,0,0,0,146,143,2
辽宁,2020/4/23,0,0,0,146,143,2
辽宁,2020/4/24,0,0,0,146,143,2
辽宁,2020/4/25,0,0,0,146,143,2
辽宁,2020/4/26,0,0,0,146,143,2
辽宁,2020/4/27,0,0,0,146,143,2
辽宁,2020/4/28,0,0,0,146,143,2
辽宁,2020/4/29,0,0,0,146,143,2
辽宁,2020/4/3,2,3,0,141,125,2
辽宁,2020/4/30,0,0,0,146,143,2
辽宁,2020/4/4,1,1,0,142,126,2
辽宁,2020/4/5,0,2,0,142,128,2
辽宁,2020/4/6,2,2,0,144,130,2
辽宁,2020/4/7,0,1,0,144,131,2
辽宁,2020/4/8,0,0,0,144,131,2
辽宁,2020/4/9,0,1,0,144,132,2
辽宁,2020/5/1,0,1,0,146,144,2
辽宁,2020/5/10,1,0,0,147,144,2
辽宁,2020/5/11,0,0,0,147,144,2
辽宁,2020/5/12,0,0,0,147,144,2
辽宁,2020/5/13,2,0,0,149,144,2
辽宁,2020/5/14,0,0,0,149,144,2
辽宁,2020/5/15,0,0,0,149,144,2
辽宁,2020/5/16,0,0,0,149,144,2
辽宁,2020/5/17,0,0,0,149,144,2
辽宁,2020/5/18,0,0,0,149,144,2
辽宁,2020/5/19,0,0,0,149,144,2
辽宁,2020/5/2,0,0,0,146,144,2
辽宁,2020/5/20,0,0,0,149,144,2
辽宁,2020/5/21,0,0,0,149,144,2
辽宁,2020/5/22,0,0,0,149,144,2
辽宁,2020/5/23,0,0,0,149,144,2
辽宁,2020/5/24,0,1,0,149,145,2
辽宁,2020/5/25,0,2,0,149,147,2
辽宁,2020/5/26,0,0,0,149,147,2
辽宁,2020/5/27,0,0,0,149,147,2
辽宁,2020/5/28,0,0,0,149,147,2
辽宁,2020/5/29,0,0,0,149,147,2
辽宁,2020/5/3,0,0,0,146,144,2
辽宁,2020/5/30,0,0,0,149,147,2
辽宁,2020/5/31,0,0,0,149,147,2
辽宁,2020/5/4,0,0,0,146,144,2
辽宁,2020/5/5,0,0,0,146,144,2
辽宁,2020/5/6,0,0,0,146,144,2
辽宁,2020/5/7,0,0,0,146,144,2
辽宁,2020/5/8,0,0,0,146,144,2
辽宁,2020/5/9,0,0,0,146,144,2
辽宁,2020/6/1,0,0,0,149,147,2
辽宁,2020/6/10,0,0,0,149,147,2
辽宁,2020/6/11,0,0,0,149,147,2
辽宁,2020/6/12,0,0,0,149,147,2
辽宁,2020/6/13,2,0,0,151,147,2
辽宁,2020/6/14,0,0,0,151,147,2
辽宁,2020/6/15,1,0,0,152,147,2
辽宁,2020/6/16,0,0,0,152,147,2
辽宁,2020/6/17,0,0,0,152,147,2
辽宁,2020/6/18,1,0,0,153,147,2
辽宁,2020/6/19,0,0,0,153,147,2
辽宁,2020/6/2,0,0,0,149,147,2
辽宁,2020/6/20,0,0,0,153,147,2
辽宁,2020/6/21,1,0,0,154,147,2
辽宁,2020/6/22,0,0,0,154,147,2
辽宁,2020/6/23,0,0,0,154,147,2
辽宁,2020/6/24,0,0,0,154,147,2
辽宁,2020/6/25,0,0,0,154,147,2
辽宁,2020/6/26,0,0,0,154,147,2
辽宁,2020/6/27,0,0,0,154,147,2
辽宁,2020/6/28,1,0,0,155,147,2
辽宁,2020/6/29,0,0,0,155,147,2
辽宁,2020/6/3,0,0,0,149,147,2
辽宁,2020/6/30,0,1,0,155,148,2
辽宁,2020/6/4,0,0,0,149,147,2
辽宁,2020/6/5,0,0,0,149,147,2
辽宁,2020/6/6,0,0,0,149,147,2
辽宁,2020/6/7,0,0,0,149,147,2
辽宁,2020/6/8,0,0,0,149,147,2
辽宁,2020/6/9,0,0,0,149,147,2
重庆,2020/1/21,6,0,0,6,0,0
重庆,2020/1/22,3,0,0,9,0,0
重庆,2020/1/23,18,0,0,27,0,0
重庆,2020/1/24,30,0,0,57,0,0
重庆,2020/1/25,18,0,0,75,0,0
重庆,2020/1/26,35,0,0,110,0,0
重庆,2020/1/27,22,0,0,132,0,0
重庆,2020/1/28,15,0,0,147,0,0
重庆,2020/1/29,18,1,0,165,1,0
重庆,2020/1/30,41,0,0,206,1,0
重庆,2020/1/31,32,0,1,238,1,1
重庆,2020/2/1,24,2,0,262,3,1
重庆,2020/2/10,18,15,0,486,66,2
重庆,2020/2/11,19,13,1,505,79,3
重庆,2020/2/12,13,23,0,518,102,3
重庆,2020/2/13,11,26,1,529,128,4
重庆,2020/2/14,8,24,1,537,152,5
重庆,2020/2/15,7,32,0,544,184,5
重庆,2020/2/16,7,23,0,551,207,5
重庆,2020/2/17,2,18,0,553,225,5
重庆,2020/2/18,2,29,0,555,254,5
重庆,2020/2/19,5,20,0,560,274,5
重庆,2020/2/2,38,4,1,300,7,2
重庆,2020/2/20,7,25,1,567,299,6
重庆,2020/2/21,5,17,0,572,316,6
重庆,2020/2/22,1,12,0,573,328,6
重庆,2020/2/23,2,7,0,575,335,6
重庆,2020/2/24,1,14,0,576,349,6
重庆,2020/2/25,0,23,0,576,372,6
重庆,2020/2/26,0,12,0,576,384,6
重庆,2020/2/27,0,17,0,576,401,6
重庆,2020/2/28,0,21,0,576,422,6
重庆,2020/2/29,0,16,0,576,438,6
重庆,2020/2/3,37,2,0,337,9,2
重庆,2020/2/4,29,5,0,366,14,2
重庆,2020/2/5,23,1,0,389,15,2
重庆,2020/2/6,22,9,0,411,24,2
重庆,2020/2/7,15,7,0,426,31,2
重庆,2020/2/8,20,8,0,446,39,2
重庆,2020/2/9,22,12,0,468,51,2
重庆,2020/3/1,0,12,0,576,450,6
重庆,2020/3/10,0,5,0,576,547,6
重庆,2020/3/11,0,7,0,576,554,6
重庆,2020/3/12,0,10,0,576,564,6
重庆,2020/3/13,0,2,0,576,566,6
重庆,2020/3/14,0,3,0,576,569,6
重庆,2020/3/15,0,1,0,576,570,6
重庆,2020/3/16,0,0,0,576,570,6
重庆,2020/3/17,0,0,0,576,570,6
